N,p_gen,p_swap,delta_pct,region
4,0.05,0.9,40.62751407884151,inset
4,0.05,0.93,17.200690713737522,inset
4,0.05,0.96,29.47052135780413,inset
4,0.05,0.99,42.149981529368304,inset
4,0.08,0.75,39.261597181444515,inset
4,0.08,0.78,39.482674475353825,inset
4,0.08,0.81,60.687534935718276,inset
4,0.08,0.84,50.48992272763483,inset
4,0.08,0.87,38.393807450411224,inset
4,0.08,0.9,50.336643662683045,inset
4,0.08,0.93,41.20513956579531,inset
4,0.08,0.96,26.35116598079562,inset
4,0.08,0.99,11.942141471158928,inset
4,0.11,0.75,46.81575958766489,inset
4,0.11,0.78,40.972071877029656,inset
4,0.11,0.81,47.37269222966118,inset
4,0.11,0.84,49.671361502347416,inset
4,0.11,0.87,45.46257451976154,inset
4,0.11,0.9,22.549813704843665,inset
4,0.11,0.93,17.976104272266472,inset
4,0.11,0.96,44.69289966603746,inset
4,0.11,0.99,40.433860707878,inset
4,0.14,0.75,49.73457199734572,inset
4,0.14,0.78,50.94427065229985,inset
4,0.14,0.81,8.34732549772127,inset
4,0.14,0.84,30.657206870799104,inset
4,0.14,0.87,38.03390935767852,inset
4,0.14,0.9,5.427020851185372,inset
4,0.14,0.93,32.913223140495866,inset
4,0.14,0.96,49.50034458993798,inset
4,0.14,0.99,55.834885164494096,inset
4,0.17,0.75,36.95725915875169,inset
4,0.17,0.78,34.69036697247706,inset
4,0.17,0.81,47.160178685386086,inset
4,0.17,0.84,29.141475211608224,inset
4,0.17,0.87,41.777188328912466,inset
4,0.17,0.9,47.67688451898977,inset
4,0.17,0.93,37.344604674291396,inset
4,0.17,0.96,38.49120269944565,inset
4,0.17,0.99,18.047232992597817,inset
4,0.2,0.75,41.285488958990534,inset
4,0.2,0.78,52.33077905491699,inset
4,0.2,0.81,39.428815004262574,inset
4,0.2,0.84,46.66956900304745,inset
4,0.2,0.87,47.929763711250814,inset
4,0.2,0.9,37.031408308004046,inset
4,0.2,0.93,7.736263736263743,inset
4,0.2,0.96,34.826819192882105,inset
4,0.2,0.99,29.401346085724413,inset
4,0.23,0.75,32.918465836931674,inset
4,0.23,0.78,44.34169969176574,inset
4,0.23,0.81,43.8352884845583,inset
4,0.23,0.84,36.485745614035075,inset
4,0.23,0.87,13.864818024263428,inset
4,0.23,0.9,50.177935943060504,inset
4,0.23,0.93,34.21625544267054,inset
4,0.23,0.96,16.516129032258064,inset
4,0.23,0.99,12.28813559322034,inset
10,0.1,0.1,0.0,coarse
